time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-06-14T08:45:20.630Z,33.1443333,-115.618,2.73,2.5,ml,52,28,0.01514,0.23,ci,ci39705103,2021-06-14T23:07:42.705Z,"10km WNW of Calipatria, CA",earthquake,0.23,0.27,0.233,25,automatic,ci,ci
2021-06-14T08:01:14.054Z,31.66975001,-104.3902837,6.388647461,2.5,ml,33,59,0.09419971385,0.3,tx,tx2021logj,2021-06-14T14:36:03.708Z,"56 km S of Whites City, New Mexico",earthquake,1.067235123,1.339128089,0.1,21,reviewed,tx,tx
2021-06-14T07:10:00.991Z,62.9657,-150.3788,86.5,3,ml,,,,0.63,ak,ak0217kzwfvk,2021-06-14T14:46:22.040Z,"55 km NNE of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-06-14T07:09:14.371Z,41.9242,82.6026,10,4.4,mb,,103,2.641,0.63,us,us7000ecw3,2021-06-14T08:13:46.040Z,"35 km NW of Kuqa, China",earthquake,7.6,1.9,0.11,24,reviewed,us,us
2021-06-14T05:03:57.589Z,67.4631,-160.9045,2.5,2.7,ml,,,,0.8,ak,ak0217kyoaep,2021-06-14T05:12:34.148Z,"58 km NNW of Kiana, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-06-14T04:42:29.660Z,17.9448,-66.9733,10,2.96,md,18,202,0.0751,0.16,pr,pr2021165001,2021-06-14T08:37:36.372Z,"7 km WSW of Guánica, Puerto Rico",earthquake,0.45,0.57,0.14,10,reviewed,pr,pr
2021-06-14T03:24:16.885Z,19.1292,-64.9137,11.05,2.6,ml,,240,0.888,0.32,us,us7000ecuw,2021-06-14T22:24:20.040Z,"87 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,6,8.7,0.065,31,reviewed,us,us
2021-06-14T03:16:58.630Z,38.8208351,-122.8451691,1.96,2.52,md,27,55,0.008241,0.02,nc,nc73574186,2021-06-14T21:16:50.105Z,"9km WNW of The Geysers, CA",earthquake,0.19,0.29,0.18,3,automatic,nc,nc
2021-06-14T03:16:24.290Z,38.8051667,-122.8278333,3.56,3.39,ml,97,51,0.003842,0.07,nc,nc73574191,2021-06-14T22:25:45.040Z,"7km WNW of The Geysers, CA",earthquake,0.09,0.11,0.154,66,reviewed,nc,nc
2021-06-14T02:44:59.403Z,12.8092,48.6005,10,5.5,mww,,25,5.767,1.08,us,us7000ecuh,2021-06-15T18:45:26.906Z,"180 km NNW of Bosaso, Somalia",earthquake,8.2,1.7,0.053,34,reviewed,us,us
2021-06-14T02:18:45.296Z,13.6996,-90.4782,61.26,4,mb,,183,1.001,0.55,us,us7000ecuc,2021-06-14T04:36:57.040Z,"35 km SE of Iztapa, Guatemala",earthquake,6.1,10.7,0.096,29,reviewed,us,us
2021-06-14T02:08:35.520Z,41.1496667,-123.365,39.31,2.5,md,24,76,0.1451,0.17,nc,nc73574161,2021-06-15T05:41:21.970Z,"27km SSE of Somes Bar, CA",earthquake,0.36,0.55,0.13,27,reviewed,nc,nc
2021-06-14T01:31:30.781Z,50.9939,178.7606,11.7,3,ml,,,,0.57,ak,ak0217kwgeq5,2021-06-14T19:06:48.039Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2021-06-14T01:06:10.268Z,-7.9586,123.1475,242.91,4.5,mb,,61,1.124,0.51,us,us7000ecu4,2021-06-14T04:16:13.040Z,"126 km NE of Maumere, Indonesia",earthquake,8.2,6.6,0.116,22,reviewed,us,us
2021-06-14T00:25:19.115Z,19.276,-67.8308,10,2.7,ml,,219,0.919,0.51,us,us7000ecty,2021-06-14T01:10:21.040Z,"97 km NE of Punta Cana, Dominican Republic",earthquake,3.3,2,0.065,31,reviewed,us,us
2021-06-13T23:08:13.335Z,14.1712,-91.415,57.45,4.2,mb,,149,1.977,0.94,us,us7000ectp,2021-06-13T23:20:55.040Z,"12 km WSW of Nueva Concepción, Guatemala",earthquake,7.8,13,0.121,20,reviewed,us,us
2021-06-13T22:33:15.285Z,60.9811,-146.7486,7.4,2.8,ml,,,,0.93,ak,ak0217jlfk26,2021-06-14T06:49:09.148Z,"13 km NNW of Tatitlek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-06-13T22:26:05.437Z,62.4366,-148.2151,46.6,3.4,ml,,,,0.57,ak,ak0217jle1ai,2021-06-15T06:18:45.821Z,"72 km N of Chickaloon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-06-13T20:14:55.154Z,44.3234,-114.8445,10,2.6,ml,,61,0.821,0.52,us,us7000ecsv,2021-06-14T14:01:11.020Z,"13 km NNE of Stanley, Idaho",earthquake,2.7,2,0.071,26,reviewed,us,us
2021-06-13T20:02:37.803Z,31.928,104.4509,10,4.3,mb,,58,4.628,0.82,us,us7000ecsq,2021-06-13T20:43:24.040Z,"30 km NW of Jiangyou, China",earthquake,6.9,1.7,0.125,18,reviewed,us,us
2021-06-13T19:43:12.410Z,19.6351,-63.8545,21,3.9,md,18,324,1.9498,0.31,pr,pr2021164006,2021-06-13T21:06:39.040Z,"174 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,2.87,27.52,0.08,11,reviewed,pr,pr
2021-06-13T19:15:16.760Z,18.2161,-68.4936,81,3.26,md,10,167,0.3182,0.2,pr,pr2021164005,2021-06-13T19:41:04.783Z,"21 km SE of Boca de Yuma, Dominican Republic",earthquake,1.69,1.06,0.48,6,reviewed,pr,pr
2021-06-13T19:06:46.580Z,36.9254,140.4716,43.25,4.2,mb,,186,1.857,0.81,us,us7000ecsb,2021-06-14T06:34:48.661Z,"20 km NNE of Daigo, Japan",earthquake,5.1,11.6,0.146,13,reviewed,us,us
2021-06-13T18:20:12.150Z,33.1386667,-115.6413333,7.61,3.15,ml,88,36,0.008889,0.25,ci,ci39704359,2021-06-14T18:26:44.560Z,"11km N of Westmorland, CA",earthquake,0.16,0.27,0.143,106,reviewed,ci,ci
2021-06-13T17:48:13.332Z,52.1772,-168.48,40.02,3.7,mb,,213,1.283,1.04,us,us7000ecrl,2021-06-13T18:08:31.040Z,"88 km SSE of Nikolski, Alaska",earthquake,10.6,10.7,0.11,21,reviewed,us,us
2021-06-13T17:43:13.850Z,33.1361667,-115.6408333,7.9,3.01,ml,86,26,0.01125,0.24,ci,ci39704287,2021-06-14T18:52:29.470Z,"11km N of Westmorland, CA",earthquake,0.16,0.25,0.121,172,reviewed,ci,ci
2021-06-13T17:29:44.393Z,11.5587,-86.6387,65.88,4.4,mb,,187,0.7,0.67,us,us7000ecra,2021-06-13T18:11:22.040Z,"28 km SSW of Masachapa, Nicaragua",earthquake,7.7,9.6,0.058,87,reviewed,us,us
2021-06-13T17:17:03.489Z,28.51959229,-98.69703585,9.023803711,2.7,ml,26,73,0.2535919821,0.3,tx,tx2021lndf,2021-06-14T14:56:04.334Z,"12 km ENE of Fowlerton, Texas",earthquake,2.057875825,1.4973782170000003,0.1,15,reviewed,tx,tx
2021-06-13T16:51:34.940Z,36.1548333,-89.4441667,11.45,2.45,md,41,53,0.0495,0.08,nm,nm60343712,2021-06-13T17:40:09.130Z,"12 km SSE of Ridgely, Tennessee",earthquake,0.15,0.3,0.148,31,reviewed,nm,nm
2021-06-13T16:05:04.300Z,18.7508,-64.9011,29,3.36,md,14,317,0.5848,0.29,pr,pr2021164007,2021-06-14T21:48:40.530Z,"45 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.13,8.17,0.12,14,reviewed,pr,pr
2021-06-13T15:13:50.001Z,11.3199,-86.9029,35.66,4.7,mb,,172,1.043,0.65,us,us7000ecqk,2021-06-13T15:44:58.040Z,"66 km SW of Masachapa, Nicaragua",earthquake,7,8.3,0.031,317,reviewed,us,us
2021-06-13T14:35:06.730Z,32.0391667,-116.1906667,13.11,3.36,ml,50,97,0.209,0.25,ci,ci39703959,2021-06-14T18:31:18.875Z,"45km ENE of Ensenada, B.C., MX",earthquake,0.25,0.69,0.134,192,reviewed,ci,ci
2021-06-13T14:32:32.240Z,12.5529,48.4999,10,4.5,mb,,96,5.622,0.36,us,us7000ecqg,2021-06-13T14:58:27.040Z,"157 km NNE of Las Khorey, Somalia",earthquake,12.4,1.9,0.163,14,reviewed,us,us
2021-06-13T14:21:59.430Z,32.0371667,-116.1845,24.08,2.48,ml,16,119,0.4415,0.18,ci,ci39703911,2021-06-13T14:26:02.171Z,"45km ENE of Ensenada, B.C., MX",earthquake,0.71,5.07,0.188,28,automatic,ci,ci
2021-06-13T13:52:54.410Z,62.6259,-149.2861,63,2.8,ml,,,,0.57,ak,ak0217jg6tai,2021-06-13T14:22:11.040Z,"46 km ENE of Chase, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-06-13T13:19:31.923Z,39.8559,22.1922,10,4.4,mb,,84,0.336,0.54,us,us7000ecq1,2021-06-13T13:43:34.040Z,"4 km SW of Tsarítsani, Greece",earthquake,5.1,1.9,0.143,19,reviewed,us,us
2021-06-13T11:45:36.448Z,44.165,-114.3281,10,2.7,ml,,76,0.605,0.62,us,us7000ecpk,2021-06-14T04:36:16.809Z,"11 km SSE of Clayton, Idaho",earthquake,1.8,2,0.055,44,reviewed,us,us
2021-06-13T11:37:47.628Z,-7.743,127.177,162.29,4.4,mb,,69,3.502,0.99,us,us7000ecpi,2021-06-14T04:31:47.040Z,"88 km NNE of Lospalos, Timor Leste",earthquake,7.8,8.3,0.135,16,reviewed,us,us
2021-06-13T10:59:20.200Z,-23.5317,-179.4924,551.72,4.3,mb,,160,6.199,0.61,us,us7000ecph,2021-06-13T11:37:47.040Z,"south of the Fiji Islands",earthquake,16.2,11,0.126,18,reviewed,us,us
2021-06-13T10:33:39.973Z,56.2375,-148.7134,10,2.9,ml,,245,2.623,0.51,us,us7000ecp3,2021-06-14T06:14:33.047Z,"265 km SE of Chiniak, Alaska",earthquake,11.1,2,0.056,42,reviewed,us,us
2021-06-13T09:27:59.702Z,-4.9135,68.5086,10,5.1,mb,,111,12.987,0.57,us,us7000ecnj,2021-06-13T09:42:38.040Z,"Chagos Archipelago region",earthquake,11.6,1.9,0.079,52,reviewed,us,us
2021-06-13T08:50:46.483Z,56.1373,-148.7324,10,3.1,ml,,237,2.677,0.51,us,us7000ecnc,2021-06-14T06:07:21.895Z,"271 km SE of Chiniak, Alaska",earthquake,9.4,2,0.051,50,reviewed,us,us
2021-06-13T07:35:29.960Z,17.94,-66.8265,10,2.82,md,18,192,0.2197,0.24,pr,pr2021164004,2021-06-13T13:02:08.560Z,"6 km S of Indios, Puerto Rico",earthquake,0.62,0.79,0.21,14,reviewed,pr,pr
2021-06-13T07:31:42.477Z,-16.1081,-71.4955,132.01,4.9,mb,,138,2.427,1,us,us7000ecmy,2021-06-13T19:45:39.142Z,"14 km SSW of Pucara, Peru",earthquake,8.9,7.2,0.025,524,reviewed,us,us
2021-06-13T07:28:08.566Z,36.4245,71.4391,98.89,4.3,mb,,108,0.984,0.77,us,us7000ecmw,2021-06-13T08:58:43.040Z,"29 km SSW of Ashkāsham, Afghanistan",earthquake,6.9,7.2,0.101,31,reviewed,us,us
2021-06-13T07:24:46.682Z,-60.9198,-25.705,10,5,mb,,67,8.809,0.47,us,us7000ecmx,2021-06-13T08:10:28.040Z,"South Sandwich Islands region",earthquake,11.4,1.9,0.079,52,reviewed,us,us
2021-06-13T07:16:55.891Z,26.9141,128.4384,89.05,4.4,mb,,45,0.167,0.67,us,us7000ecmt,2021-06-13T08:43:10.854Z,"55 km NE of Nago, Japan",earthquake,8.8,3.3,0.053,106,reviewed,us,us
2021-06-13T06:54:47.290Z,38.8078333,-122.8291667,2.65,3.98,mw,98,51,0.001033,0.06,nc,nc73573646,2021-06-14T21:17:40.727Z,"7km WNW of The Geysers, CA",earthquake,0.09,0.13,,6,reviewed,nc,nc
2021-06-13T06:49:42.640Z,18.0941,-65.5775,7,3.05,md,4,208,0.364,0.27,pr,pr2021164003,2021-06-13T08:23:05.035Z,"11 km W of Esperanza, Puerto Rico",earthquake,1.88,2.32,0.19,3,reviewed,pr,pr
2021-06-13T05:30:57.921Z,16.16,-94.5025,73.45,4.1,mb,,126,2.275,0.69,us,us7000ecmb,2021-06-13T06:27:57.040Z,"16 km ESE of San Francisco del Mar Viejo, Mexico",earthquake,8.4,10.2,0.057,84,reviewed,us,us
2021-06-13T05:29:59.790Z,17.9291,-66.9313,9,2.83,md,17,222,0.1199,0.1,pr,pr2021164001,2021-06-13T06:02:53.415Z,"5 km SSW of Guánica, Puerto Rico",earthquake,0.45,0.61,0.24,10,reviewed,pr,pr
2021-06-13T05:06:34.762Z,62.2419,-149.6064,43,3.3,ml,,,,0.7,ak,ak0217jb5fxw,2021-06-14T18:41:23.780Z,"15 km NE of Susitna North, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-06-13T04:28:45.492Z,72.1908,124.8557,10,4,mb,,126,1.371,0.68,us,us7000eclj,2021-06-13T04:51:42.040Z,"149 km WNW of Tiksi, Russia",earthquake,7.9,1.6,0.144,13,reviewed,us,us
2021-06-13T04:00:10.390Z,17.919,-66.8496,14,2.71,md,10,225,0.201,0.15,pr,pr2021164000,2021-06-13T05:08:12.100Z,"7 km SSE of Maria Antonia, Puerto Rico",earthquake,0.74,1.32,0.3,4,reviewed,pr,pr
2021-06-13T03:23:33.458Z,-9.8288,159.9201,14.98,5,mb,,75,0.388,0.94,us,us7000ecl9,2021-06-13T04:52:22.845Z,"26 km ESE of Malango, Solomon Islands",earthquake,6.8,4.8,0.063,82,reviewed,us,us
2021-06-13T02:58:18.359Z,14.0736,-91.259,90.29,5.4,mww,,124,1.806,0.95,us,us7000eckp,2021-06-14T14:46:24.831Z,"14 km SSE of Nueva Concepción, Guatemala",earthquake,8.1,6.8,0.08,15,reviewed,us,us
2021-06-13T02:38:54.114Z,-30.9779,-179.1324,232.45,4.6,mb,,170,8.064,1.3,us,us7000eckg,2021-06-13T02:55:23.040Z,"Kermadec Islands region",earthquake,8.5,9.6,0.123,20,reviewed,us,us
2021-06-13T02:17:08.033Z,-28.7515,-176.7705,10,4.6,mb,,153,11.125,0.96,us,us7000eckl,2021-06-13T03:20:14.040Z,"Kermadec Islands region",earthquake,9.4,1.9,0.117,22,reviewed,us,us
2021-06-13T01:51:47.567Z,57.2088,-152.8837,35.7,2.6,ml,,,,0.55,ak,ak0217j91ds4,2021-06-13T02:11:14.538Z,"25 km E of Old Harbor, Alaska",earthquake,,4.9,,,automatic,ak,ak
2021-06-13T01:20:37.158Z,61.7562,-149.7512,34.7,3,ml,,,,0.55,ak,ak0217j8upqc,2021-06-14T06:37:10.179Z,"14 km NNE of Houston, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-06-13T01:19:10.800Z,19.3163333333333,-155.22,7.36,3.7,ml,59,79,,0.1,hv,hv72520887,2021-06-14T14:47:21.568Z,"14 km S of Volcano, Hawaii",earthquake,0.21,0.29,0.182228215039548,46,reviewed,hv,hv
2021-06-13T01:14:51.937Z,1.3491,124.4975,211.8,5.2,mww,,67,2.925,1.04,us,us7000ecji,2021-06-13T01:30:38.040Z,"34 km W of Tomohon, Indonesia",earthquake,7.7,6.4,0.098,10,reviewed,us,us
2021-06-13T00:51:28.282Z,10.1876,126.1487,10,4.6,mb,,104,3.148,0.59,us,us7000ecjl,2021-06-13T03:12:11.040Z,"22 km NNE of Santa Monica, Philippines",earthquake,8.5,1.2,0.072,58,reviewed,us,us
2021-06-12T23:15:33.430Z,35.9931667,-117.36,2.66,2.45,ml,27,75,0.1195,0.19,ci,ci39702311,2021-06-13T00:06:04.571Z,"25km N of Searles Valley, CA",earthquake,0.38,1.98,0.17,26,automatic,ci,ci
2021-06-12T22:50:30.787Z,13.4455,-92.2184,10,4.1,mb,,217,2.701,1.15,us,us7000ecj1,2021-06-13T17:34:48.457Z,"99 km SSW of Champerico, Guatemala",earthquake,8.8,2,0.139,14,reviewed,us,us
2021-06-12T22:00:37.259Z,-15.5842,-70.9067,196.32,4.3,mb,,121,2.418,0.55,us,us7000ecis,2021-06-12T23:22:55.040Z,"17 km ENE of Huarichancara, Peru",earthquake,8.2,7.1,0.177,9,reviewed,us,us
2021-06-12T21:37:51.556Z,30.755,57.0781,10,4.2,mb,,99,5.667,0.63,us,us7000ecim,2021-06-12T23:05:30.040Z,"49 km E of Zarand, Iran",earthquake,9.8,1.9,0.08,44,reviewed,us,us
2021-06-12T21:20:13.570Z,56.5768,-152.1405,0,3.1,ml,,,,0.7,ak,ak0217hx7va5,2021-06-12T22:56:52.040Z,"99 km SE of Old Harbor, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-06-12T21:15:45.565Z,-20.0765,170.1034,10,4.8,mb,,89,3.536,0.9,us,us7000ecii,2021-06-12T21:36:43.040Z,"104 km SE of Isangel, Vanuatu",earthquake,5.1,1.9,0.113,24,reviewed,us,us
2021-06-12T21:14:28.452Z,-27.8082,-71.5472,15.74,4,mwr,,132,0.575,0.6,us,us7000ecif,2021-06-12T21:29:43.040Z,"115 km NW of Vallenar, Chile",earthquake,5.7,4.8,0.036,74,reviewed,us,us
2021-06-12T21:00:45.290Z,56.5698,-152.1499,0,3,ml,,,,0.68,ak,ak0217hx3r17,2021-06-12T22:39:14.040Z,"99 km SE of Old Harbor, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-06-12T20:48:04.669Z,56.3559,-152.1771,13.8,3.3,ml,,,,0.87,ak,ak0217hwsfoc,2021-06-13T00:42:10.698Z,"116 km SE of Old Harbor, Alaska",earthquake,,46,,,reviewed,ak,ak
2021-06-12T20:39:21.428Z,56.4702,-152.3636,10.21,3.1,ml,,196,0.909,1.02,us,us7000eci6,2021-06-12T22:22:04.040Z,"99 km SE of Old Harbor, Alaska",earthquake,4.8,8.7,0.053,46,reviewed,us,us
2021-06-12T20:32:18.448Z,43.1632,141.5453,164.57,4.2,mb,,76,1.221,0.96,us,us7000eci2,2021-06-12T20:45:43.040Z,"6 km N of Ebetsu, Japan",earthquake,7.1,7.4,0.063,69,reviewed,us,us
2021-06-12T20:20:24.360Z,17.9931,-66.8301,13,2.73,md,13,188,0.2154,0.16,pr,pr2021163012,2021-06-12T20:35:39.340Z,"1 km W of Indios, Puerto Rico",earthquake,0.69,0.53,0.21,9,reviewed,pr,pr
2021-06-12T19:58:07.230Z,19.6793,-63.8136,48,3.84,md,16,324,2.0098,0.32,pr,pr2021163013,2021-06-12T21:52:42.040Z,"180 km NNW of The Valley, Anguilla",earthquake,3.22,20.36,0.06,10,reviewed,pr,pr
2021-06-12T19:35:12.160Z,-8.2708,125.766,91.2,4.6,mb,,55,2.089,0.85,us,us7000echi,2021-06-13T15:01:31.889Z,"28 km N of Metinaro, Timor Leste",earthquake,7.8,7.2,0.071,59,reviewed,us,us
2021-06-12T19:03:58.007Z,56.5059,-148.9258,21.9,2.8,ml,,182,2.369,0.68,us,us7000eche,2021-06-12T21:16:53.040Z,"237 km ESE of Chiniak, Alaska",earthquake,8.6,10.2,0.051,50,reviewed,us,us
2021-06-12T19:00:01.052Z,-14.7109,167.4965,150.8,4.5,mb,,145,0.784,0.58,us,us7000echd,2021-06-12T21:12:08.040Z,"58 km NE of Port-Olry, Vanuatu",earthquake,8.7,6.3,0.105,27,reviewed,us,us
2021-06-12T18:31:27.975Z,21.0294,84.97,10,4,mb,,126,7.099,0.44,us,us7000eclt,2021-06-14T07:56:36.846Z,"Orissa, India",earthquake,6.2,2,0.298,3,reviewed,us,us
2021-06-12T17:16:16.370Z,36.429,-120.9676667,12.34,2.53,md,53,78,0.04171,0.11,nc,nc73573326,2021-06-16T01:18:11.410Z,"19km SE of Pinnacles, CA",earthquake,0.23,0.38,0.163,76,reviewed,nc,nc
2021-06-12T16:41:34.137Z,-16.2242,-175.8455,369.49,4.3,mb,,112,2.907,0.71,us,us7000ecgs,2021-06-13T13:07:13.040Z,"221 km W of Hihifo, Tonga",earthquake,12.8,9.4,0.106,25,reviewed,us,us
2021-06-12T15:57:44.248Z,13.9662,-93.0759,10,4.5,mb,,195,2.474,1.29,us,us7000ecge,2021-06-13T03:18:32.820Z,"109 km SW of Puerto Madero, Mexico",earthquake,6.1,1.9,0.044,151,reviewed,us,us
2021-06-12T15:51:24.644Z,44.2096,-115.0532,10,3.2,ml,,71,0.795,0.72,us,us7000ecg9,2021-06-13T14:50:52.340Z,"9 km W of Stanley, Idaho",earthquake,2.9,2,0.035,107,reviewed,us,us
2021-06-12T15:06:20.790Z,19.6536,-64.1011,53,3.66,md,10,319,1.791,0.53,pr,pr2021163011,2021-06-12T17:02:24.040Z,"163 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,6.36,31.06,0,3,reviewed,pr,pr
2021-06-12T14:29:01.260Z,33.1873333,-115.6373333,3.48,2.45,ml,45,31,0.01307,0.22,ci,ci39937568,2021-06-12T14:39:49.720Z,"12km WSW of Niland, CA",earthquake,0.27,0.38,0.138,27,automatic,ci,ci
2021-06-12T14:17:22.472Z,52.3228,-174.1284,177.99,2.9,ml,,125,0.045,0.51,us,us7000echr,2021-06-13T13:02:14.040Z,"14 km NNE of Atka, Alaska",earthquake,26.4,4.1,0.121,9,reviewed,us,us
2021-06-12T14:16:39.570Z,33.1875,-115.6416667,3.34,2.71,ml,47,41,0.0166,0.23,ci,ci39937512,2021-06-12T17:00:31.040Z,"13km WSW of Niland, CA",earthquake,0.31,0.5,0.159,31,automatic,ci,ci
2021-06-12T14:16:02.450Z,17.945,-66.978,10,2.61,md,12,218,0.0706,0.13,pr,pr2021163010,2021-06-12T15:29:58.510Z,"7 km WSW of Guánica, Puerto Rico",earthquake,0.51,0.61,0.31,10,reviewed,pr,pr
2021-06-12T14:04:20.570Z,33.188,-115.6386667,3.05,2.62,ml,45,31,0.01435,0.23,ci,ci39937456,2021-06-12T16:58:47.040Z,"13km WSW of Niland, CA",earthquake,0.28,0.48,0.102,27,automatic,ci,ci
2021-06-12T13:48:54.740Z,55.5342,-135.1226,10,2.6,ml,,185,1.139,1.15,us,us7000ecfm,2021-06-12T16:56:30.040Z,"85 km SSW of Port Alexander, Alaska",earthquake,7.1,2,0.085,18,reviewed,us,us
2021-06-12T13:31:03.553Z,60.6151,-149.8363,26.7,2.5,ml,,,,0.83,ak,ak0217hsiuup,2021-06-12T16:54:21.040Z,"13 km N of Cooper Landing, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-06-12T13:17:12.468Z,13.5875,-90.3799,67.99,4.4,mb,,193,0.907,0.63,us,us7000ecfg,2021-06-12T16:50:21.040Z,"47 km SSW of Pasaco, Guatemala",earthquake,9.3,11.6,0.087,38,reviewed,us,us
2021-06-12T12:32:45.501Z,61.5079,-146.4418,16.4,2.6,ml,,,,0.95,ak,ak0217hrxq65,2021-06-13T05:34:04.040Z,"42 km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-06-12T11:46:21.479Z,54.3677,-161.4425,3.22,3.8,mb,,196,1.009,0.66,us,us7000ecer,2021-06-12T11:57:25.040Z,"95 km SE of King Cove, Alaska",earthquake,7.2,9.4,0.227,5,reviewed,us,us
2021-06-12T11:29:34.764Z,19.3126,-63.0589,10,4.1,mb,,181,1.255,0.78,us,us7000ecei,2021-06-12T11:44:22.040Z,"121 km N of The Valley, Anguilla",earthquake,6.1,2,0.262,4,reviewed,us,us
2021-06-12T11:20:53.164Z,-3.742,131.4954,10,5,mb,,48,1.11,0.72,us,us7000eceg,2021-06-12T11:38:17.040Z,"250 km NNW of Tual, Indonesia",earthquake,4,1.8,0.075,56,reviewed,us,us
2021-06-12T11:12:29.650Z,47.3196666666667,-123.202833333333,43.84,3.78,ml,106,37,0.03264,0.28,uw,uw61733532,2021-06-16T06:05:21.009Z,"3 km WSW of Skokomish, Washington",earthquake,0.33,0.56,0.152269222635119,52,reviewed,uw,uw
2021-06-12T10:40:42.289Z,51.5146,-173.5367,36.69,4.1,mb,,187,0.836,0.77,us,us7000ecdz,2021-06-13T05:30:34.040Z,"88 km SSE of Atka, Alaska",earthquake,6.5,9.4,0.059,79,reviewed,us,us
2021-06-12T10:00:49.007Z,24.999,97.8958,10,4.9,mb,,47,3.36,0.89,us,us7000ecdv,2021-06-12T10:19:36.040Z,"65 km SE of Myitkyina, Myanmar",earthquake,8,1.9,0.054,109,reviewed,us,us
2021-06-12T09:13:12.742Z,51.7011,-173.6766,35,2.7,ml,,300,0.63,0.62,us,us7000echg,2021-06-13T05:14:36.040Z,"65 km SSE of Atka, Alaska",earthquake,4.2,2,0.148,6,reviewed,us,us
2021-06-12T08:56:00.308Z,0.3435,126.4036,10,4.6,mb,,53,1.052,1,us,us7000ecdq,2021-06-12T09:41:05.040Z,"119 km WSW of Ternate, Indonesia",earthquake,6.4,1.9,0.098,32,reviewed,us,us
2021-06-12T08:41:44.356Z,19.294,-63.1519,10,4,mb,,215,1.239,0.48,us,us7000ecda,2021-06-12T11:49:38.553Z,"119 km N of The Valley, Anguilla",earthquake,2.9,2,0.258,4,reviewed,us,us
2021-06-12T08:25:07.890Z,33.1906667,-115.6348333,1.53,2.76,ml,39,52,0.01274,0.27,ci,ci39937032,2021-06-12T13:28:01.212Z,"12km WSW of Niland, CA",earthquake,0.41,0.6,0.104,26,automatic,ci,ci
2021-06-12T07:52:33.170Z,17.9596,-66.8266,11,3.33,md,20,184,0.0548,0.13,pr,pr2021163006,2021-06-12T11:01:36.424Z,"3 km SSW of Indios, Puerto Rico",earthquake,0.39,0.45,0.17,17,reviewed,pr,pr
2021-06-12T07:48:26.107Z,51.0903,179.9608,35,2.8,ml,,237,0.505,0.62,us,us7000echc,2021-06-13T05:13:09.040Z,"252 km WSW of Adak, Alaska",earthquake,2.3,2,0.097,14,reviewed,us,us
2021-06-12T07:42:04.368Z,-30.585,-71.9279,16.72,4,mb,,156,0.267,1.16,us,us7000eccw,2021-06-12T12:14:14.040Z,"69 km W of Ovalle, Chile",earthquake,4.7,7.3,0.212,7,reviewed,us,us
2021-06-12T06:19:31.490Z,51.4263333333333,-178.597166666667,8.81,2.56,ml,16,247,,0.21,av,av91273281,2021-06-13T22:13:16.410Z,"144 km WSW of Adak, Alaska",earthquake,1.23,1.04,0.205073298535844,16,reviewed,av,av
2021-06-12T06:19:31.350Z,51.4186666666667,-178.592833333333,7.84,2.6,ml,20,199,,0.23,av,av91273286,2021-06-13T22:17:12.480Z,"144 km WSW of Adak, Alaska",earthquake,0.61,0.79,0.277542987246947,26,reviewed,av,av
2021-06-12T06:18:28.221Z,10.4739,-62.7567,10,5,mb,,37,1.971,0.71,us,us7000eccd,2021-06-12T06:35:36.040Z,"51 km WSW of Güiria, Venezuela",earthquake,7.2,1.9,0.083,46,reviewed,us,us
2021-06-12T05:58:35.836Z,38.1749,-117.9457,1.9,2.5,ml,34,48.73,0.037,0.4248,nn,nn00809309,2021-06-14T22:47:31.556Z,"27 km SSE of Mina, Nevada",earthquake,,0.3,0.2,16,automatic,nn,nn
2021-06-12T05:55:20.790Z,33.205,-115.6605,2.78,3.77,mw,107,22,0.03856,0.23,ci,ci39936648,2021-06-14T17:08:29.535Z,"14km WSW of Niland, CA",earthquake,0.13,0.26,,6,reviewed,ci,ci
2021-06-12T05:46:55.510Z,-20.843,-68.8175,121.91,4.6,mb,,63,0.657,0.46,us,us7000ecc4,2021-06-12T06:03:48.097Z,"155 km ESE of Iquique, Chile",earthquake,6.6,3.8,0.14,15,reviewed,us,us
2021-06-12T05:29:03.190Z,33.2018333,-115.6488333,3.64,2.72,ml,23,165,0.02886,0.22,ci,ci39936560,2021-06-12T06:06:05.620Z,"13km WSW of Niland, CA",earthquake,0.76,0.52,0.205,26,automatic,ci,ci
